name,lat,lon,count,insta_names
거린사슴 전망대,33.3074571021592,126.454563230661,18,"['제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '사슴', '거린사슴전망대', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동', '제주도 서귀포시 대포동']"
거문오름,33.454763632766465,126.71820028494032,79,"['제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리', '제주도 제주시 조천읍 선흘리']"
거문오름탐방안내소,33.4571835819744,126.714668690756,16,"['거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름', '거문오름']"
거슨세미오름,33.45022929710181,126.7601311131932,1,['새미오름']
거인의정원,33.4718633664038,126.535231770788,1,['야외정원']
거제도,34.8609806474228,128.629541086564,16,"['거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도', '거제도']"
거창버스터미널,35.6867703995203,127.922393559704,111,"['대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리', '대평리']"
건강나라,33.2590697246688,126.556310200994,1,['불가마']
건곤,33.2694135713113,126.277919765189,4,"['건곤', '해남계반']"
건축사사무소 시오,33.4652815489804,126.337664489642,1,['건축사사무소시오']
